"","x"
"1",0.218577777777778
"2",0.20805
"3",0.195700591715976
"4",0.190788888888889
"5",0.188862809917355
"6",0.171066666666667
"7",0.169844444444444
"8",0.168574074074074
"9",0.158766666666667
"10",0.15395
"11",0.148585185185185
"12",0.144990909090909
"13",0.1432
"14",0.1411
"15",0.1388
"16",0.137773553719008
"17",0.135555555555556
"18",0.1307
"19",0.130084615384615
"20",0.129344378698225
"21",0.128833333333333
"22",0.121972189349112
"23",0.12146049382716
"24",0.120066666666667
"25",0.1196
"26",0.11695
"27",0.1167
"28",0.11635
"29",0.1162
"30",0.115800826446281
"31",0.115167455621302
"32",0.1131
"33",0.11235
"34",0.109755371900826
"35",0.108722222222222
"36",0.104834710743802
"37",0.1037
"38",0.100543786982249
"39",0.0997
"40",0.0994776859504132
"41",0.0986333333333333
"42",0.0983628099173554
"43",0.0983
"44",0.0975888888888889
"45",0.0972222222222222
"46",0.095883044982699
"47",0.0958666666666667
"48",0.0952444444444445
"49",0.0948888888888889
"50",0.0947752066115702
"51",0.0939469387755102
"52",0.0935
"53",0.0935
"54",0.0935
"55",0.0928206611570248
"56",0.0924111111111111
"57",0.0923444444444444
"58",0.0919674556213018
"59",0.0917140495867769
"60",0.0913888888888889
"61",0.0910777777777778
"62",0.0909555555555555
"63",0.0890111111111111
"64",0.0889333333333333
"65",0.0885555555555555
"66",0.0884469387755102
"67",0.0881280991735537
"68",0.0880556213017751
"69",0.0879444444444444
"70",0.0879333333333333
"71",0.0867111111111111
"72",0.0866777777777778
"73",0.0862686390532545
"74",0.0852222222222222
"75",0.084595867768595
"76",0.0845777777777778
"77",0.0843666666666667
"78",0.0839479338842975
"79",0.0834
"80",0.0827487603305785
"81",0.0827387755102041
"82",0.0823888888888889
"83",0.0822
"84",0.0822
"85",0.0817
"86",0.0815887573964497
"87",0.0813110726643599
"88",0.0813082840236687
"89",0.0809933884297521
"90",0.0807444444444445
"91",0.0804755102040817
"92",0.0804
"93",0.0803099173553719
"94",0.07965
"95",0.0787444444444445
"96",0.0785
"97",0.0782222222222222
"98",0.0780840236686391
"99",0.0778173553719008
"100",0.0772
"101",0.0771222222222222
"102",0.076900826446281
"103",0.0767
"104",0.0766765432098765
"105",0.0764049586776859
"106",0.0762888888888889
"107",0.0759
"108",0.0758603305785124
"109",0.0756061224489796
"110",0.0753
"111",0.0752875739644971
