"","x"
"1",0.0570010380622837
"2",0.0334755543537047
"3",0.033458024691358
"4",0.0331720578566732
"5",0.0324925207756233
"6",0.0296550036523009
"7",0.02895
"8",0.0284445646295295
"9",0.0283846153846154
"10",0.0265629489603025
"11",0.0259498125780925
"12",0.0244744016649324
"13",0.0236634349030471
"14",0.0232777777777778
"15",0.0228123966942149
"16",0.0227197530864198
"17",0.0225747769185009
"18",0.0220733727810651
"19",0.0219965397923876
"20",0.0218038781163435
"21",0.0216501730103806
"22",0.0215811654526535
"23",0.0214147762747138
"24",0.0213
"25",0.0210917355371901
"26",0.0209962962962963
"27",0.0205191036668176
"28",0.0191332409972299
"29",0.0189317338162064
"30",0.0188886578449906
"31",0.0188669410150892
"32",0.0184
"33",0.0182472510572857
"34",0.0181976203353164
"35",0.0181873345935728
"36",0.0180189291508924
"37",0.0177826322365681
"38",0.0170790170132325
"39",0.0169
"40",0.0168764705882353
"41",0.016634693877551
"42",0.0166310249307479
"43",0.0165917355371901
"44",0.0165310979618672
"45",0.0163327032136106
"46",0.0163121199500208
"47",0.0163033046627433
"48",0.0162443213296399
"49",0.01615
"50",0.0161
"51",0.016096694214876
"52",0.0160720949604332
"53",0.0160022675736961
"54",0.0159351084812623
"55",0.0157857142857143
"56",0.01565
"57",0.0156
"58",0.0155
"59",0.0154892561983471
"60",0.0154078238001315
"61",0.0153812032751869
"62",0.0150692729766804
"63",0.0149314049586777
"64",0.0149125
"65",0.01487202268431
"66",0.0148343392299688
"67",0.0145603893164328
"68",0.0144848347668628
"69",0.0144694214876033
"70",0.0144225441376188
"71",0.0142866151100535
"72",0.0142824770146025
"73",0.0142645429362881
"74",0.0142526077097506
"75",0.0140282306870772
"76",0.0140265306122449
"77",0.0139921579232017
"78",0.0139890430971512
"79",0.0137187983343248
"80",0.0137
"81",0.0135420118343195
"82",0.0135030470914127
"83",0.0134545454545455
"84",0.0132678004535147
"85",0.0132135749053542
"86",0.0132
"87",0.0131315074694432
"88",0.0130760330578512
"89",0.0129612244897959
"90",0.012916032295271
"91",0.012898347107438
"92",0.012877508650519
"93",0.0128501133786848
"94",0.0128481481481481
"95",0.0128420241566014
"96",0.0127180555555556
"97",0.0126868127643214
"98",0.0125767400356931
"99",0.0125
"100",0.0124299226650803
"101",0.0124246265278406
"102",0.0124
"103",0.0123669421487603
"104",0.0123
"105",0.0122510204081633
"106",0.0122
"107",0.0121541666666667
"108",0.012141975308642
"109",0.0121322952710496
"110",0.0120549788542868
"111",0.0120250780437045
"112",0.012022090729783
"113",0.0119555185339442
"114",0.0119456362937332
"115",0.0119238860482104
"116",0.0117878312601406
"117",0.0117288263926447
"118",0.0117247933884297
"119",0.0115998109640832
"120",0.01155
"121",0.0115343842950625
"122",0.0115
"123",0.0114473922902494
"124",0.0113612244897959
"125",0.0113564013840831
"126",0.0113503401360544
"127",0.0113334648257725
"128",0.0113
"129",0.0112668639053254
"130",0.0112173261141191
"131",0.0111987777274785
"132",0.0111545700378583
"133",0.0111462018730489
"134",0.0110393813206425
"135",0.0109819944598338
"136",0.0109791666666667
"137",0.0109265306122449
"138",0.0108444545043006
"139",0.0108360110803324
"140",0.0108022684310019
"141",0.010769943289225
"142",0.0107675736961451
"143",0.0107208209399167
"144",0.01069890260631
"145",0.0106418553688824
"146",0.010597783933518
"147",0.0105379664683613
"148",0.0104871056241427
"149",0.0104396694214876
"150",0.0104
"151",0.0103885880882965
"152",0.0103801332778009
"153",0.0103710654407788
"154",0.0103540642722117
"155",0.0103207612456747
"156",0.010320461747397
"157",0.0103123422591567
"158",0.0103041420118343
"159",0.0102673469387755
"160",0.0102527777777778
"161",0.01025
"162",0.0102469895880489
"163",0.0102296398891967
"164",0.0101616568583069
